day,timestamp,cash,inventory_value,total_pnl,conversions,position_ASH_COATED_OSMIUM,mid_ASH_COATED_OSMIUM,mtm_ASH_COATED_OSMIUM,cash_ASH_COATED_OSMIUM,pnl_ASH_COATED_OSMIUM,position_INTARIAN_PEPPER_ROOT,mid_INTARIAN_PEPPER_ROOT,mtm_INTARIAN_PEPPER_ROOT,cash_INTARIAN_PEPPER_ROOT,pnl_INTARIAN_PEPPER_ROOT
-2,107600,-800577.0,808600.0,8023.0,0,0,9999.5,0.0,0.0,0.0,80,10107.5,808600.0,-800577.0,8023.0
-2,107700,-800577.0,808600.0,8023.0,0,0,10000.0,0.0,0.0,0.0,80,10107.5,808600.0,-800577.0,8023.0
-2,107800,-800577.0,808720.0,8143.0,0,0,10006.0,0.0,0.0,0.0,80,10109.0,808720.0,-800577.0,8143.0
-2,107900,-800577.0,808520.0,7943.0,0,0,9999.0,0.0,0.0,0.0,80,10106.5,808520.0,-800577.0,7943.0
-2,108000,-800577.0,808640.0,8063.0,0,0,9998.5,0.0,0.0,0.0,80,10108.0,808640.0,-800577.0,8063.0
-2,108100,-800577.0,808680.0,8103.0,0,0,9997.5,0.0,0.0,0.0,80,10108.5,808680.0,-800577.0,8103.0
-2,108200,-800577.0,808680.0,8103.0,0,0,9997.5,0.0,0.0,0.0,80,10108.5,808680.0,-800577.0,8103.0
-2,108300,-800577.0,808680.0,8103.0,0,0,9999.0,0.0,0.0,0.0,80,10108.5,808680.0,-800577.0,8103.0
-2,108400,-800577.0,808680.0,8103.0,0,0,9997.5,0.0,0.0,0.0,80,10108.5,808680.0,-800577.0,8103.0
-2,108500,-800577.0,808680.0,8103.0,0,0,9999.0,0.0,0.0,0.0,80,10108.5,808680.0,-800577.0,8103.0
-2,108600,-800577.0,808680.0,8103.0,0,0,9999.0,0.0,0.0,0.0,80,10108.5,808680.0,-800577.0,8103.0
-2,108700,-800577.0,808800.0,8223.0,0,0,9997.0,0.0,0.0,0.0,80,10110.0,808800.0,-800577.0,8223.0
-2,108800,-800577.0,808680.0,8103.0,0,0,9995.0,0.0,0.0,0.0,80,10108.5,808680.0,-800577.0,8103.0
-2,108900,-800577.0,808320.0,7743.0,0,0,9999.5,0.0,0.0,0.0,80,10104.0,808320.0,-800577.0,7743.0
-2,109000,-800577.0,808720.0,8143.0,0,0,9990.0,0.0,0.0,0.0,80,10109.0,808720.0,-800577.0,8143.0
-2,109100,-800577.0,809200.0,8623.0,0,0,9999.0,0.0,0.0,0.0,80,10115.0,809200.0,-800577.0,8623.0
-2,109200,-800577.0,808840.0,8263.0,0,0,9999.0,0.0,0.0,0.0,80,10110.5,808840.0,-800577.0,8263.0
-2,109300,-800577.0,808840.0,8263.0,0,0,9999.0,0.0,0.0,0.0,80,10110.5,808840.0,-800577.0,8263.0
-2,109400,-800577.0,808760.0,8183.0,0,0,9999.0,0.0,0.0,0.0,80,10109.5,808760.0,-800577.0,8183.0
-2,109500,-800577.0,808640.0,8063.0,0,0,9999.0,0.0,0.0,0.0,80,10108.0,808640.0,-800577.0,8063.0
-2,109600,-800577.0,808760.0,8183.0,0,0,10000.5,0.0,0.0,0.0,80,10109.5,808760.0,-800577.0,8183.0
-2,109700,-800577.0,808760.0,8183.0,0,0,9991.0,0.0,0.0,0.0,80,10109.5,808760.0,-800577.0,8183.0
-2,109800,-800577.0,808760.0,8183.0,0,0,10010.0,0.0,0.0,0.0,80,10109.5,808760.0,-800577.0,8183.0
-2,109900,-800577.0,808760.0,8183.0,0,0,10000.0,0.0,0.0,0.0,80,10109.5,808760.0,-800577.0,8183.0
-2,110000,-800577.0,808800.0,8223.0,0,0,10000.0,0.0,0.0,0.0,80,10110.0,808800.0,-800577.0,8223.0
-2,110100,-800577.0,808840.0,8263.0,0,0,9999.5,0.0,0.0,0.0,80,10110.5,808840.0,-800577.0,8263.0
-2,110200,-800577.0,808840.0,8263.0,0,0,10000.0,0.0,0.0,0.0,80,10110.5,808840.0,-800577.0,8263.0
-2,110300,-800577.0,808840.0,8263.0,0,0,10000.0,0.0,0.0,0.0,80,10110.5,808840.0,-800577.0,8263.0
-2,110400,-800577.0,808960.0,8383.0,0,0,9998.5,0.0,0.0,0.0,80,10112.0,808960.0,-800577.0,8383.0
-2,110500,-800577.0,809280.0,8703.0,0,0,10008.0,0.0,0.0,0.0,80,10116.0,809280.0,-800577.0,8703.0
-2,110600,-800577.0,808960.0,8383.0,0,0,9999.0,0.0,0.0,0.0,80,10112.0,808960.0,-800577.0,8383.0
-2,110700,-800577.0,808840.0,8263.0,0,0,10000.0,0.0,0.0,0.0,80,10110.5,808840.0,-800577.0,8263.0
-2,110800,-800577.0,808960.0,8383.0,0,0,10007.0,0.0,0.0,0.0,80,10112.0,808960.0,-800577.0,8383.0
-2,110900,-800577.0,808840.0,8263.0,0,0,10000.0,0.0,0.0,0.0,80,10110.5,808840.0,-800577.0,8263.0
-2,111000,-800577.0,808880.0,8303.0,0,0,9999.0,0.0,0.0,0.0,80,10111.0,808880.0,-800577.0,8303.0
-2,111100,-800577.0,808920.0,8343.0,0,0,10000.0,0.0,0.0,0.0,80,10111.5,808920.0,-800577.0,8343.0
-2,111200,-800577.0,808920.0,8343.0,0,0,9999.0,0.0,0.0,0.0,80,10111.5,808920.0,-800577.0,8343.0
-2,111300,-800577.0,809520.0,8943.0,0,0,9999.0,0.0,0.0,0.0,80,10119.0,809520.0,-800577.0,8943.0
-2,111400,-800577.0,808920.0,8343.0,0,0,9999.0,0.0,0.0,0.0,80,10111.5,808920.0,-800577.0,8343.0
-2,111500,-800577.0,808920.0,8343.0,0,0,10002.0,0.0,0.0,0.0,80,10111.5,808920.0,-800577.0,8343.0
-2,111600,-800577.0,809040.0,8463.0,0,0,9999.0,0.0,0.0,0.0,80,10113.0,809040.0,-800577.0,8463.0
-2,111700,-800577.0,808920.0,8343.0,0,0,9998.0,0.0,0.0,0.0,80,10111.5,808920.0,-800577.0,8343.0
-2,111800,-800577.0,809360.0,8783.0,0,0,9998.5,0.0,0.0,0.0,80,10117.0,809360.0,-800577.0,8783.0
-2,111900,-800577.0,808920.0,8343.0,0,0,10000.0,0.0,0.0,0.0,80,10111.5,808920.0,-800577.0,8343.0
-2,112000,-800577.0,808960.0,8383.0,0,0,10002.5,0.0,0.0,0.0,80,10112.0,808960.0,-800577.0,8383.0
-2,112100,-800577.0,809000.0,8423.0,0,0,10012.0,0.0,0.0,0.0,80,10112.5,809000.0,-800577.0,8423.0
-2,112200,-800577.0,809000.0,8423.0,0,0,10001.0,0.0,0.0,0.0,80,10112.5,809000.0,-800577.0,8423.0
-2,112300,-800577.0,809080.0,8503.0,0,0,10003.0,0.0,0.0,0.0,80,10113.5,809080.0,-800577.0,8503.0
-2,112400,-800577.0,808880.0,8303.0,0,0,10002.0,0.0,0.0,0.0,80,10111.0,808880.0,-800577.0,8303.0
-2,112500,-800577.0,809000.0,8423.0,0,0,9997.0,0.0,0.0,0.0,80,10112.5,809000.0,-800577.0,8423.0
-2,112600,-800577.0,809000.0,8423.0,0,0,10002.0,0.0,0.0,0.0,80,10112.5,809000.0,-800577.0,8423.0
-2,112700,-800577.0,808920.0,8343.0,0,0,10003.0,0.0,0.0,0.0,80,10111.5,808920.0,-800577.0,8343.0
-2,112800,-800577.0,809000.0,8423.0,0,0,10003.0,0.0,0.0,0.0,80,10112.5,809000.0,-800577.0,8423.0
-2,112900,-800577.0,809120.0,8543.0,0,0,10005.5,0.0,0.0,0.0,80,10114.0,809120.0,-800577.0,8543.0
-2,113000,-800577.0,808400.0,7823.0,0,0,9993.0,0.0,0.0,0.0,80,10105.0,808400.0,-800577.0,7823.0
-2,113100,-800577.0,809080.0,8503.0,0,0,10003.0,0.0,0.0,0.0,80,10113.5,809080.0,-800577.0,8503.0
-2,113200,-800577.0,809520.0,8943.0,0,0,10003.0,0.0,0.0,0.0,80,10119.0,809520.0,-800577.0,8943.0
-2,113300,-800577.0,809080.0,8503.0,0,0,10004.0,0.0,0.0,0.0,80,10113.5,809080.0,-800577.0,8503.0
-2,113400,-800577.0,809080.0,8503.0,0,0,9999.0,0.0,0.0,0.0,80,10113.5,809080.0,-800577.0,8503.0
-2,113500,-800577.0,808960.0,8383.0,0,0,10002.0,0.0,0.0,0.0,80,10112.0,808960.0,-800577.0,8383.0
-2,113600,-800577.0,809080.0,8503.0,0,0,10002.0,0.0,0.0,0.0,80,10113.5,809080.0,-800577.0,8503.0
-2,113700,-800577.0,809080.0,8503.0,0,0,10002.0,0.0,0.0,0.0,80,10113.5,809080.0,-800577.0,8503.0
-2,113800,-800577.0,809520.0,8943.0,0,0,10002.0,0.0,0.0,0.0,80,10119.0,809520.0,-800577.0,8943.0
-2,113900,-800577.0,809120.0,8543.0,0,0,9994.0,0.0,0.0,0.0,80,10114.0,809120.0,-800577.0,8543.0
-2,114000,-800577.0,809200.0,8623.0,0,0,10006.5,0.0,0.0,0.0,80,10115.0,809200.0,-800577.0,8623.0
-2,114100,-800577.0,809160.0,8583.0,0,0,10003.0,0.0,0.0,0.0,80,10114.5,809160.0,-800577.0,8583.0
-2,114200,-800577.0,809160.0,8583.0,0,0,10003.0,0.0,0.0,0.0,80,10114.5,809160.0,-800577.0,8583.0
-2,114300,-800577.0,808720.0,8143.0,0,0,10003.0,0.0,0.0,0.0,80,10109.0,808720.0,-800577.0,8143.0
-2,114400,-800577.0,809160.0,8583.0,0,0,10002.0,0.0,0.0,0.0,80,10114.5,809160.0,-800577.0,8583.0
-2,114500,-800577.0,809160.0,8583.0,0,0,10003.0,0.0,0.0,0.0,80,10114.5,809160.0,-800577.0,8583.0
-2,114600,-800577.0,809280.0,8703.0,0,0,10002.5,0.0,0.0,0.0,80,10116.0,809280.0,-800577.0,8703.0
-2,114700,-800577.0,809080.0,8503.0,0,0,10002.0,0.0,0.0,0.0,80,10113.5,809080.0,-800577.0,8503.0
-2,114800,-800577.0,808720.0,8143.0,0,0,10002.0,0.0,0.0,0.0,80,10109.0,808720.0,-800577.0,8143.0
-2,114900,-800577.0,809160.0,8583.0,0,0,10001.0,0.0,0.0,0.0,80,10114.5,809160.0,-800577.0,8583.0
-2,115000,-800577.0,809200.0,8623.0,0,0,10002.5,0.0,0.0,0.0,80,10115.0,809200.0,-800577.0,8623.0
-2,115100,-800577.0,809240.0,8663.0,0,0,10010.0,0.0,0.0,0.0,80,10115.5,809240.0,-800577.0,8663.0
-2,115200,-800577.0,809120.0,8543.0,0,0,9993.0,0.0,0.0,0.0,80,10114.0,809120.0,-800577.0,8543.0
-2,115300,-800577.0,809240.0,8663.0,0,0,10001.0,0.0,0.0,0.0,80,10115.5,809240.0,-800577.0,8663.0
-2,115400,-800577.0,809320.0,8743.0,0,0,10002.0,0.0,0.0,0.0,80,10116.5,809320.0,-800577.0,8743.0
-2,115500,-800577.0,809360.0,8783.0,0,0,10004.0,0.0,0.0,0.0,80,10117.0,809360.0,-800577.0,8783.0
-2,115600,-800577.0,809240.0,8663.0,0,0,9999.5,0.0,0.0,0.0,80,10115.5,809240.0,-800577.0,8663.0
-2,115700,-800577.0,809240.0,8663.0,0,0,10001.0,0.0,0.0,0.0,80,10115.5,809240.0,-800577.0,8663.0
-2,115800,-800577.0,809240.0,8663.0,0,0,9999.0,0.0,0.0,0.0,80,10115.5,809240.0,-800577.0,8663.0
-2,115900,-800577.0,809360.0,8783.0,0,0,10001.0,0.0,0.0,0.0,80,10117.0,809360.0,-800577.0,8783.0
-2,116000,-800577.0,809280.0,8703.0,0,0,10000.0,0.0,0.0,0.0,80,10116.0,809280.0,-800577.0,8703.0
-2,116100,-800577.0,809320.0,8743.0,0,0,9999.5,0.0,0.0,0.0,80,10116.5,809320.0,-800577.0,8743.0
-2,116200,-800577.0,809320.0,8743.0,0,0,10000.0,0.0,0.0,0.0,80,10116.5,809320.0,-800577.0,8743.0
-2,116300,-800577.0,809320.0,8743.0,0,0,10000.0,0.0,0.0,0.0,80,10116.5,809320.0,-800577.0,8743.0
-2,116400,-800577.0,809320.0,8743.0,0,0,9992.0,0.0,0.0,0.0,80,10116.5,809320.0,-800577.0,8743.0
-2,116500,-800577.0,809320.0,8743.0,0,0,10011.0,0.0,0.0,0.0,80,10116.5,809320.0,-800577.0,8743.0
-2,116600,-800577.0,809440.0,8863.0,0,0,9999.0,0.0,0.0,0.0,80,10118.0,809440.0,-800577.0,8863.0
-2,116700,-800577.0,809320.0,8743.0,0,0,10000.0,0.0,0.0,0.0,80,10116.5,809320.0,-800577.0,8743.0
-2,116800,-800577.0,809320.0,8743.0,0,0,10000.0,0.0,0.0,0.0,80,10116.5,809320.0,-800577.0,8743.0
-2,116900,-800577.0,809320.0,8743.0,0,0,10001.0,0.0,0.0,0.0,80,10116.5,809320.0,-800577.0,8743.0
-2,117000,-800577.0,809360.0,8783.0,0,0,10001.0,0.0,0.0,0.0,80,10117.0,809360.0,-800577.0,8783.0
-2,117100,-800577.0,809400.0,8823.0,0,0,10001.0,0.0,0.0,0.0,80,10117.5,809400.0,-800577.0,8823.0
-2,117200,-800577.0,809400.0,8823.0,0,0,10001.0,0.0,0.0,0.0,80,10117.5,809400.0,-800577.0,8823.0
-2,117300,-800577.0,809280.0,8703.0,0,0,10012.0,0.0,0.0,0.0,80,10116.0,809280.0,-800577.0,8703.0
-2,117400,-800577.0,809280.0,8703.0,0,0,9993.0,0.0,0.0,0.0,80,10116.0,809280.0,-800577.0,8703.0
-2,117500,-800577.0,809280.0,8703.0,0,0,10001.0,0.0,0.0,0.0,80,10116.0,809280.0,-800577.0,8703.0
-2,117600,-800577.0,809400.0,8823.0,0,0,10004.5,0.0,0.0,0.0,80,10117.5,809400.0,-800577.0,8823.0
-2,117700,-800577.0,809040.0,8463.0,0,0,10000.5,0.0,0.0,0.0,80,10113.0,809040.0,-800577.0,8463.0
-2,117800,-800577.0,809520.0,8943.0,0,0,9994.0,0.0,0.0,0.0,80,10119.0,809520.0,-800577.0,8943.0
-2,117900,-800577.0,808960.0,8383.0,0,0,10008.5,0.0,0.0,0.0,80,10112.0,808960.0,-800577.0,8383.0
-2,118000,-800577.0,809440.0,8863.0,0,0,10001.0,0.0,0.0,0.0,80,10118.0,809440.0,-800577.0,8863.0
-2,118100,-800577.0,809480.0,8903.0,0,0,10001.0,0.0,0.0,0.0,80,10118.5,809480.0,-800577.0,8903.0
-2,118200,-800577.0,809480.0,8903.0,0,0,10001.0,0.0,0.0,0.0,80,10118.5,809480.0,-800577.0,8903.0
-2,118300,-800577.0,809480.0,8903.0,0,0,10001.0,0.0,0.0,0.0,80,10118.5,809480.0,-800577.0,8903.0
-2,118400,-800577.0,809360.0,8783.0,0,0,10001.0,0.0,0.0,0.0,80,10117.0,809360.0,-800577.0,8783.0
-2,118500,-800577.0,809480.0,8903.0,0,0,10001.5,0.0,0.0,0.0,80,10118.5,809480.0,-800577.0,8903.0
-2,118600,-800577.0,809600.0,9023.0,0,0,10000.0,0.0,0.0,0.0,80,10120.0,809600.0,-800577.0,9023.0
-2,118700,-800577.0,809480.0,8903.0,0,0,10001.0,0.0,0.0,0.0,80,10118.5,809480.0,-800577.0,8903.0
-2,118800,-800577.0,809480.0,8903.0,0,0,9999.5,0.0,0.0,0.0,80,10118.5,809480.0,-800577.0,8903.0
-2,118900,-800577.0,809480.0,8903.0,0,0,10001.0,0.0,0.0,0.0,80,10118.5,809480.0,-800577.0,8903.0
-2,119000,-800577.0,809520.0,8943.0,0,0,10002.0,0.0,0.0,0.0,80,10119.0,809520.0,-800577.0,8943.0
-2,119100,-800577.0,809560.0,8983.0,0,0,10002.0,0.0,0.0,0.0,80,10119.5,809560.0,-800577.0,8983.0
-2,119200,-800577.0,809640.0,9063.0,0,0,10003.0,0.0,0.0,0.0,80,10120.5,809640.0,-800577.0,9063.0
-2,119300,-800577.0,809520.0,8943.0,0,0,10003.0,0.0,0.0,0.0,80,10119.0,809520.0,-800577.0,8943.0
-2,119400,-800577.0,809440.0,8863.0,0,0,10001.0,0.0,0.0,0.0,80,10118.0,809440.0,-800577.0,8863.0
-2,119500,-800577.0,809440.0,8863.0,0,0,9998.0,0.0,0.0,0.0,80,10118.0,809440.0,-800577.0,8863.0
-2,119600,-800577.0,809560.0,8983.0,0,0,10002.0,0.0,0.0,0.0,80,10119.5,809560.0,-800577.0,8983.0
-2,119700,-800577.0,809560.0,8983.0,0,0,10000.0,0.0,0.0,0.0,80,10119.5,809560.0,-800577.0,8983.0
-2,119800,-800577.0,809480.0,8903.0,0,0,10002.0,0.0,0.0,0.0,80,10118.5,809480.0,-800577.0,8903.0
-2,119900,-800577.0,809560.0,8983.0,0,0,9998.5,0.0,0.0,0.0,80,10119.5,809560.0,-800577.0,8983.0
-2,120000,-800577.0,809200.0,8623.0,0,0,10002.0,0.0,0.0,0.0,80,10115.0,809200.0,-800577.0,8623.0
-2,120100,-800577.0,809640.0,9063.0,0,0,9994.0,0.0,0.0,0.0,80,10120.5,809640.0,-800577.0,9063.0
-2,120200,-800577.0,809520.0,8943.0,0,0,10003.0,0.0,0.0,0.0,80,10119.0,809520.0,-800577.0,8943.0
-2,120300,-800577.0,809200.0,8623.0,0,0,10002.0,0.0,0.0,0.0,80,10115.0,809200.0,-800577.0,8623.0
-2,120400,-800577.0,809520.0,8943.0,0,0,10002.0,0.0,0.0,0.0,80,10119.0,809520.0,-800577.0,8943.0
-2,120500,-800577.0,809640.0,9063.0,0,0,10002.0,0.0,0.0,0.0,80,10120.5,809640.0,-800577.0,9063.0
-2,120600,-800577.0,809480.0,8903.0,0,0,10003.0,0.0,0.0,0.0,80,10118.5,809480.0,-800577.0,8903.0
-2,120700,-800577.0,809640.0,9063.0,0,0,10002.0,0.0,0.0,0.0,80,10120.5,809640.0,-800577.0,9063.0
-2,120800,-800577.0,809640.0,9063.0,0,0,10003.0,0.0,0.0,0.0,80,10120.5,809640.0,-800577.0,9063.0
-2,120900,-800577.0,809760.0,9183.0,0,0,10002.0,0.0,0.0,0.0,80,10122.0,809760.0,-800577.0,9183.0
-2,121000,-800577.0,809680.0,9103.0,0,0,10003.0,0.0,0.0,0.0,80,10121.0,809680.0,-800577.0,9103.0
-2,121100,-800577.0,809600.0,9023.0,0,0,10002.0,0.0,0.0,0.0,80,10120.0,809600.0,-800577.0,9023.0
-2,121200,-800577.0,810160.0,9583.0,0,0,10002.0,0.0,0.0,0.0,80,10127.0,810160.0,-800577.0,9583.0
-2,121300,-800577.0,809720.0,9143.0,0,0,10003.0,0.0,0.0,0.0,80,10121.5,809720.0,-800577.0,9143.0
-2,121400,-800577.0,809720.0,9143.0,0,0,10002.0,0.0,0.0,0.0,80,10121.5,809720.0,-800577.0,9143.0
-2,121500,-800577.0,809720.0,9143.0,0,0,10002.0,0.0,0.0,0.0,80,10121.5,809720.0,-800577.0,9143.0
-2,121600,-800577.0,809120.0,8543.0,0,0,10003.0,0.0,0.0,0.0,80,10114.0,809120.0,-800577.0,8543.0
-2,121700,-800577.0,809720.0,9143.0,0,0,10002.0,0.0,0.0,0.0,80,10121.5,809720.0,-800577.0,9143.0
-2,121800,-800577.0,809720.0,9143.0,0,0,10003.0,0.0,0.0,0.0,80,10121.5,809720.0,-800577.0,9143.0
-2,121900,-800577.0,809720.0,9143.0,0,0,10002.0,0.0,0.0,0.0,80,10121.5,809720.0,-800577.0,9143.0
-2,122000,-800577.0,810120.0,9543.0,0,0,10002.0,0.0,0.0,0.0,80,10126.5,810120.0,-800577.0,9543.0
-2,122100,-800577.0,809800.0,9223.0,0,0,10003.0,0.0,0.0,0.0,80,10122.5,809800.0,-800577.0,9223.0
-2,122200,-800577.0,809800.0,9223.0,0,0,10001.0,0.0,0.0,0.0,80,10122.5,809800.0,-800577.0,9223.0
-2,122300,-800577.0,809800.0,9223.0,0,0,10001.0,0.0,0.0,0.0,80,10122.5,809800.0,-800577.0,9223.0
-2,122400,-800577.0,809800.0,9223.0,0,0,10002.5,0.0,0.0,0.0,80,10122.5,809800.0,-800577.0,9223.0
-2,122500,-800577.0,809800.0,9223.0,0,0,10003.0,0.0,0.0,0.0,80,10122.5,809800.0,-800577.0,9223.0
-2,122600,-800577.0,809800.0,9223.0,0,0,10002.0,0.0,0.0,0.0,80,10122.5,809800.0,-800577.0,9223.0
-2,122700,-800577.0,809440.0,8863.0,0,0,10002.0,0.0,0.0,0.0,80,10118.0,809440.0,-800577.0,8863.0
-2,122800,-800577.0,809800.0,9223.0,0,0,10003.0,0.0,0.0,0.0,80,10122.5,809800.0,-800577.0,9223.0
-2,122900,-800577.0,809920.0,9343.0,0,0,10000.0,0.0,0.0,0.0,80,10124.0,809920.0,-800577.0,9343.0
-2,123000,-800577.0,809840.0,9263.0,0,0,10000.0,0.0,0.0,0.0,80,10123.0,809840.0,-800577.0,9263.0
-2,123100,-800577.0,809760.0,9183.0,0,0,10001.0,0.0,0.0,0.0,80,10122.0,809760.0,-800577.0,9183.0
-2,123200,-800577.0,809880.0,9303.0,0,0,10001.5,0.0,0.0,0.0,80,10123.5,809880.0,-800577.0,9303.0
-2,123300,-800577.0,809880.0,9303.0,0,0,9997.0,0.0,0.0,0.0,80,10123.5,809880.0,-800577.0,9303.0
-2,123400,-800577.0,809960.0,9383.0,0,0,9999.0,0.0,0.0,0.0,80,10124.5,809960.0,-800577.0,9383.0
-2,123500,-800577.0,809880.0,9303.0,0,0,9999.0,0.0,0.0,0.0,80,10123.5,809880.0,-800577.0,9303.0
-2,123600,-800577.0,810320.0,9743.0,0,0,10000.0,0.0,0.0,0.0,80,10129.0,810320.0,-800577.0,9743.0
-2,123700,-800577.0,809440.0,8863.0,0,0,10000.0,0.0,0.0,0.0,80,10118.0,809440.0,-800577.0,8863.0
-2,123800,-800577.0,809880.0,9303.0,0,0,10000.0,0.0,0.0,0.0,80,10123.5,809880.0,-800577.0,9303.0
-2,123900,-800577.0,809880.0,9303.0,0,0,10000.0,0.0,0.0,0.0,80,10123.5,809880.0,-800577.0,9303.0
-2,124000,-800577.0,810360.0,9783.0,0,0,9998.5,0.0,0.0,0.0,80,10129.5,810360.0,-800577.0,9783.0
-2,124100,-800577.0,809960.0,9383.0,0,0,9998.0,0.0,0.0,0.0,80,10124.5,809960.0,-800577.0,9383.0
-2,124200,-800577.0,809960.0,9383.0,0,0,10000.0,0.0,0.0,0.0,80,10124.5,809960.0,-800577.0,9383.0
-2,124300,-800577.0,809920.0,9343.0,0,0,9998.0,0.0,0.0,0.0,80,10124.0,809920.0,-800577.0,9343.0
-2,124400,-800577.0,810040.0,9463.0,0,0,9999.0,0.0,0.0,0.0,80,10125.5,810040.0,-800577.0,9463.0
-2,124500,-800577.0,809960.0,9383.0,0,0,9999.5,0.0,0.0,0.0,80,10124.5,809960.0,-800577.0,9383.0
-2,124600,-800577.0,810080.0,9503.0,0,0,9997.5,0.0,0.0,0.0,80,10126.0,810080.0,-800577.0,9503.0
-2,124700,-800577.0,809880.0,9303.0,0,0,9997.5,0.0,0.0,0.0,80,10123.5,809880.0,-800577.0,9303.0
-2,124800,-800577.0,809960.0,9383.0,0,0,9999.0,0.0,0.0,0.0,80,10124.5,809960.0,-800577.0,9383.0
-2,124900,-800577.0,809960.0,9383.0,0,0,9999.0,0.0,0.0,0.0,80,10124.5,809960.0,-800577.0,9383.0
-2,125000,-800577.0,810000.0,9423.0,0,0,10007.0,0.0,0.0,0.0,80,10125.0,810000.0,-800577.0,9423.0
-2,125100,-800577.0,810120.0,9543.0,0,0,9999.0,0.0,0.0,0.0,80,10126.5,810120.0,-800577.0,9543.0
-2,125200,-800577.0,810120.0,9543.0,0,0,9999.0,0.0,0.0,0.0,80,10126.5,810120.0,-800577.0,9543.0
-2,125300,-800577.0,810040.0,9463.0,0,0,9999.0,0.0,0.0,0.0,80,10125.5,810040.0,-800577.0,9463.0
-2,125400,-800577.0,810120.0,9543.0,0,0,9998.0,0.0,0.0,0.0,80,10126.5,810120.0,-800577.0,9543.0
-2,125500,-800577.0,810040.0,9463.0,0,0,9998.0,0.0,0.0,0.0,80,10125.5,810040.0,-800577.0,9463.0
-2,125600,-800577.0,810080.0,9503.0,0,0,9998.0,0.0,0.0,0.0,80,10126.0,810080.0,-800577.0,9503.0
-2,125700,-800577.0,809960.0,9383.0,0,0,9998.0,0.0,0.0,0.0,80,10124.5,809960.0,-800577.0,9383.0
-2,125800,-800577.0,810040.0,9463.0,0,0,9999.0,0.0,0.0,0.0,80,10125.5,810040.0,-800577.0,9463.0
-2,125900,-800577.0,810040.0,9463.0,0,0,9998.0,0.0,0.0,0.0,80,10125.5,810040.0,-800577.0,9463.0
-2,126000,-800577.0,810080.0,9503.0,0,0,9997.0,0.0,0.0,0.0,80,10126.0,810080.0,-800577.0,9503.0
-2,126100,-800577.0,810200.0,9623.0,0,0,9997.0,0.0,0.0,0.0,80,10127.5,810200.0,-800577.0,9623.0
-2,126200,-800577.0,810120.0,9543.0,0,0,10008.0,0.0,0.0,0.0,80,10126.5,810120.0,-800577.0,9543.0
-2,126300,-800577.0,810000.0,9423.0,0,0,9998.0,0.0,0.0,0.0,80,10125.0,810000.0,-800577.0,9423.0
-2,126400,-800577.0,810000.0,9423.0,0,0,9998.0,0.0,0.0,0.0,80,10125.0,810000.0,-800577.0,9423.0
-2,126500,-800577.0,809760.0,9183.0,0,0,9998.0,0.0,0.0,0.0,80,10122.0,809760.0,-800577.0,9183.0
-2,126600,-800577.0,810120.0,9543.0,0,0,9997.0,0.0,0.0,0.0,80,10126.5,810120.0,-800577.0,9543.0
-2,126700,-800577.0,809680.0,9103.0,0,0,9998.0,0.0,0.0,0.0,80,10121.0,809680.0,-800577.0,9103.0
-2,126800,-800577.0,810120.0,9543.0,0,0,9998.0,0.0,0.0,0.0,80,10126.5,810120.0,-800577.0,9543.0
-2,126900,-800577.0,809680.0,9103.0,0,0,9998.0,0.0,0.0,0.0,80,10121.0,809680.0,-800577.0,9103.0
-2,127000,-800577.0,810160.0,9583.0,0,0,9996.5,0.0,0.0,0.0,80,10127.0,810160.0,-800577.0,9583.0
-2,127100,-800577.0,810200.0,9623.0,0,0,9997.0,0.0,0.0,0.0,80,10127.5,810200.0,-800577.0,9623.0
-2,127200,-800577.0,810200.0,9623.0,0,0,9998.0,0.0,0.0,0.0,80,10127.5,810200.0,-800577.0,9623.0
-2,127300,-800577.0,810200.0,9623.0,0,0,9999.0,0.0,0.0,0.0,80,10127.5,810200.0,-800577.0,9623.0
-2,127400,-800577.0,810200.0,9623.0,0,0,9998.0,0.0,0.0,0.0,80,10127.5,810200.0,-800577.0,9623.0
-2,127500,-800577.0,810080.0,9503.0,0,0,9998.0,0.0,0.0,0.0,80,10126.0,810080.0,-800577.0,9503.0
-2,127600,-800577.0,810200.0,9623.0,0,0,9997.0,0.0,0.0,0.0,80,10127.5,810200.0,-800577.0,9623.0
-2,127700,-800577.0,810200.0,9623.0,0,0,9997.0,0.0,0.0,0.0,80,10127.5,810200.0,-800577.0,9623.0
-2,127800,-800577.0,810320.0,9743.0,0,0,9997.0,0.0,0.0,0.0,80,10129.0,810320.0,-800577.0,9743.0
-2,127900,-800577.0,810200.0,9623.0,0,0,9997.0,0.0,0.0,0.0,80,10127.5,810200.0,-800577.0,9623.0
-2,128000,-800577.0,810240.0,9663.0,0,0,9996.0,0.0,0.0,0.0,80,10128.0,810240.0,-800577.0,9663.0
-2,128100,-800577.0,810160.0,9583.0,0,0,9998.5,0.0,0.0,0.0,80,10127.0,810160.0,-800577.0,9583.0
-2,128200,-800577.0,810280.0,9703.0,0,0,9997.0,0.0,0.0,0.0,80,10128.5,810280.0,-800577.0,9703.0
-2,128300,-800577.0,810280.0,9703.0,0,0,9997.0,0.0,0.0,0.0,80,10128.5,810280.0,-800577.0,9703.0
