timestamp,symbol,side,price,quantity,reason
886000,TOMATOES,SELL,4976,4,passive
886600,TOMATOES,SELL,4979,3,passive
887000,TOMATOES,BUY,4969,4,passive
887300,TOMATOES,BUY,4971,8,aggressive
887800,TOMATOES,SELL,4971,3,aggressive
890600,TOMATOES,BUY,4972,4,passive
893200,TOMATOES,BUY,4964,2,passive
894500,EMERALDS,SELL,10007,4,passive
899200,TOMATOES,BUY,4960,3,passive
900200,TOMATOES,SELL,4971,4,passive
900300,EMERALDS,SELL,10007,8,passive
900400,TOMATOES,BUY,4959,2,passive
901000,TOMATOES,BUY,4956,3,passive
904600,EMERALDS,BUY,9993,3,passive
905100,EMERALDS,SELL,10007,7,passive
905700,EMERALDS,SELL,10007,5,passive
908300,TOMATOES,BUY,4963,4,passive
909200,EMERALDS,BUY,9993,6,passive
909300,TOMATOES,SELL,4976,2,passive
909500,EMERALDS,BUY,9993,4,passive
911200,TOMATOES,SELL,4976,3,passive
911600,TOMATOES,BUY,4965,2,passive
912600,TOMATOES,SELL,4975,4,passive
913900,TOMATOES,BUY,4963,5,passive
914400,TOMATOES,SELL,4973,2,passive
915200,EMERALDS,BUY,9993,3,passive
920100,TOMATOES,BUY,4958,4,passive
924700,EMERALDS,SELL,10007,4,passive
925300,TOMATOES,SELL,4967,3,passive
925600,TOMATOES,SELL,4966,2,passive
925900,TOMATOES,BUY,4955,2,passive
926700,TOMATOES,SELL,4967,3,passive
928800,EMERALDS,SELL,10007,5,passive
929300,TOMATOES,SELL,4969,4,passive
932000,EMERALDS,SELL,10007,3,passive
933800,TOMATOES,SELL,4966,5,passive
935100,TOMATOES,SELL,4967,2,passive
938300,TOMATOES,SELL,4971,5,passive
940200,EMERALDS,SELL,10007,4,passive
940300,TOMATOES,SELL,4971,5,passive
940400,TOMATOES,BUY,4960,2,passive
941000,EMERALDS,BUY,9993,6,passive
941500,EMERALDS,SELL,10007,7,passive
948100,TOMATOES,BUY,4954,3,passive
950500,TOMATOES,SELL,4965,3,passive
951900,TOMATOES,BUY,4954,2,passive
952100,EMERALDS,BUY,9993,6,passive
954500,EMERALDS,SELL,10007,8,passive
955700,EMERALDS,BUY,9993,3,passive
957700,TOMATOES,BUY,4949,5,passive
967500,TOMATOES,SELL,4963,5,passive
968300,EMERALDS,SELL,10007,6,passive
969700,EMERALDS,SELL,10007,6,passive
969800,TOMATOES,SELL,4963,3,passive
973000,EMERALDS,BUY,9993,5,passive
973500,EMERALDS,SELL,10007,8,passive
978000,TOMATOES,BUY,4953,5,passive
978200,TOMATOES,BUY,4956,6,aggressive
979100,TOMATOES,SELL,4964,5,passive
979300,EMERALDS,SELL,10007,6,passive
982600,TOMATOES,BUY,4951,3,passive
983000,EMERALDS,SELL,10007,6,passive
983900,EMERALDS,SELL,10007,3,passive
985200,TOMATOES,BUY,4947,2,passive
985700,EMERALDS,SELL,10007,6,passive
993100,TOMATOES,SELL,4955,2,passive
995700,TOMATOES,SELL,4957,3,passive
